 1516078.3040  1.0808 -7.9403 3 3216.1935 75  1800314041210 3 0    1111 0 0     
 1516078.7638  1.0808 -8.4174 3 3216.1935 25  1800314041210 2 0    1111 1 0     
 1527419.8931  4.7766-15.5208 3 7160.5076141  18003140423 617 0    22 914 0     
 1529131.8767  0.2340 -6.3956 3 2471.2550 23  18003140411 8 4 0    10 9 1 0     
 1529246.9144  0.2341 -5.9184 3 2471.2550 69  18003140411 8 3 0    10 9 2 0     
 1541967.0150  0.0040 -2.3356 3  610.1144 13 -180031404 6 3 3 0     5 4 2 0     
 1574232.0340  0.0150 -3.1565 3  704.2141 39 -180031404 6 4 3 0     7 1 6 0     
 1596252.4780  0.0500 -4.0772 3 1201.9215 51 -180031404 8 5 4 0     9 2 7 0     
 1602219.3690  0.0420 -0.6943 3  222.0528  9 -180031404 4 1 3 0     4 0 4 0     
 1608387.0630  0.2871 -8.9716 3 3758.3969 35  18003140417 414 0    16 511 0     
 1636780.0765 14.2971-18.9825 3 8811.5829159  18003140426 720 0    27 423 0     
 1654266.0099  2.1499-12.2151 3 5471.8636123  18003140420 615 0    21 318 0     
 1661007.6370  0.1500 -0.2772 3   79.4964 15 -180031404 2 2 1 0     2 1 2 0     
 1669904.7750  0.1500  0.0974 3   23.7944 15 -180031404 2 1 2 0     1 0 1 0     
 1674408.4916  1.8597-12.0882 3 5199.5965111  18003140418 910 0    19 613 0     
 1693470.3540  0.0479 -4.4606 3 1524.8479 63  18003140410 4 7 0    11 110 0     
 1694136.7387  0.3266 -8.9161 3 3567.2549 33  18003140416 412 0    17 315 0     
 1713882.9730  0.1500 -2.6302 3  325.3479 27 -180031404 4 3 2 0     5 0 5 0     
 1716769.6330  0.1500  0.0696 3   79.4964 21 -180031404 3 0 3 0     2 1 2 0     
 1716956.8689  0.0171 -3.1883 3  446.6966 11  180031404 5 3 3 0     6 0 6 0     
 1753305.3848  0.2294 -8.1536 3 3211.0559 31  18003140415 511 0    16 214 0     
 1762042.7910  0.1500 -1.0404 3  602.7735 13 -180031404 6 3 3 0     6 2 4 0     
 1766198.7480  0.1500 -2.3775 3  757.7802 15 -180031404 7 3 5 0     6 4 2 0     
 1784131.7174  3.2340-13.1006 3 5928.3641129  18003140421 516 0    22 419 0     
 1794632.3252  0.5380 -6.8454 3 2972.8273 75  18003140412 9 4 0    1110 1 0     
 1794650.7141  0.5381 -7.3225 3 2972.8273 25  18003140412 9 3 0    1110 2 0     
 1794788.9530  0.1500 -0.9567 3  542.9058 13 -180031404 6 2 4 0     6 1 5 0     
 1797158.7620  0.1500 -0.8342 3  782.4098 45 -180031404 7 3 4 0     7 2 5 0     
 1851205.7127  0.0636 -5.2401 3 1813.2234 63  18003140410 6 5 0    11 3 8 0     
 1867748.5940  0.1500 -0.3347 3  446.5107 33 -180031404 5 3 2 0     5 2 3 0     
 1869604.7921  6.5127-16.8401 3 7685.7124 49  18003140424 618 0    23 915 0     
 1879750.0830  0.0800 -4.0017 3  920.2100 17 -180031404 8 2 6 0     9 1 9 0     
 1880752.6010  0.0500 -2.8729 3  586.2436 39 -180031404 6 3 4 0     7 0 7 0     
 1884887.8910  0.0500 -2.4682 3 1059.8355 51 -180031404 8 4 5 0     7 5 2 0     
 1893686.5120  0.0500 -3.2400 3  222.0528  7 -180031404 3 3 1 0     4 0 4 0     
 1898852.1380  0.0500 -3.6939 3 1411.6419 19 -180031404 9 5 5 0     8 6 2 0     
 1903496.5187  0.0930 -5.9239 3 2042.3741 25  18003140412 3 9 0    13 212 0     
 1903644.2550  0.1500 -4.4793 3 1899.0082 75 -18003140412 310 0    11 4 7 0     
 1918485.3520  0.0500 -1.0628 3  382.5169 33 -180031404 5 2 3 0     4 3 2 0     
 1919359.5310  0.1500 -0.5773 3  142.2785  7 -180031404 3 2 2 0     3 1 3 0     
 1930215.3990  0.0800 -4.0576 3 1810.5880 63 -18003140410 6 5 0     9 7 2 0     
 1933970.4795 10.5096-18.0055 3 8514.9876159  18003140426 621 0    25 718 0     
 1942394.3088  2.2546 -9.3686 3 3766.3876 27  1800314041311 3 0    1212 0 0     
 1942394.3838  2.2545 -8.8915 3 3766.3876 81  1800314041311 2 0    1212 1 0     
 1945009.7270  0.1500 -4.5281 3 1810.5833 21 -18003140410 6 4 0     9 7 3 0     
 1969214.5430  0.0300 -3.1849 3 1411.6115 57 -180031404 9 5 4 0     8 6 3 0     
 1981678.8120  0.6159 -9.5727 3 3758.3969 31  18003140415 8 8 0    16 511 0     
 2014864.7644  0.0217 -3.4862 3  542.9058 11  180031404 5 4 2 0     6 1 5 0     
 2015982.8280  0.1500 -1.6039 3  982.9117 17 -180031404 8 3 5 0     8 2 6 0     
 2024456.2830  0.1087 -5.4391 3 2254.2845 23  18003140411 7 5 0    10 8 2 0     
 2027254.5053  0.1085 -4.9608 3 2254.2838 69  18003140411 7 4 0    10 8 3 0     
 2040476.8100  0.1500 -0.6656 3  315.7795  9 -180031404 4 3 1 0     4 2 2 0     
 2044854.8362  3.2302-13.4772 3 5928.3066 43  18003140421 616 0    22 319 0     
 2050980.7219  0.0710 -5.3180 3 1774.6163 23  18003140411 4 8 0    12 111 0     
 2051317.2995  7.8614-17.3614 3 8229.3878153  18003140425 619 0    24 916 0     
 2052217.4420  1.7769-12.6418 3 5680.7868 43  18003140421 517 0    20 614 0     
 2074432.3050  0.1500 -0.8356 3  206.3014  9 -180031404 4 1 3 0     3 2 2 0     
 2105953.1843 10.4924-18.9476 3 8790.6150 53  18003140426 620 0    25 917 0     
 2127622.2015  1.1343 -8.3174 3 3512.4046 27  1800314041310 4 0    1211 1 0     
 2127625.1380  1.1343 -7.8403 3 3512.4046 81  1800314041310 3 0    1211 2 0     
 2162370.6626  0.0276 -2.8184 3 1059.6467 17  180031404 8 4 4 0     7 5 3 0     
 2164131.9800  0.1500 -0.1094 3   70.0908  7 -180031404 3 1 3 0     2 0 2 0     
 2169423.9001  0.4007 -8.2605 3 3567.1739 99  18003140416 512 0    17 215 0     
 2177409.8547  0.0319 -3.5605 3  744.0637 15  180031404 7 3 5 0     8 0 8 0     
 2191223.2324  0.2702 -5.9251 3 2740.4209 75  18003140412 8 5 0    11 9 2 0     
 2191720.9742  0.2702 -6.4020 3 2740.4208 25  18003140412 8 4 0    11 9 3 0     
 2196345.7560  0.1500 -0.2081 3  212.1564 21 -180031404 3 3 0 0     3 2 1 0     
 2221750.5000  0.1500 -0.1988 3  325.3479 33 -180031404 5 1 4 0     5 0 5 0     
 2244810.9240  0.1500 -1.9826 3  931.2371 51 -180031404 8 3 6 0     7 4 3 0     
 2264149.6500  0.1500 -0.0595 3  224.8384 27 -180031404 4 2 3 0     4 1 4 0     
 2273007.8020  4.5856-14.3751 3 6401.0103 45  18003140422 517 0    23 420 0     
 2300455.6986  0.0314 -4.1976 3  982.9117 15  180031404 7 5 3 0     8 2 6 0     
 2317882.1600  0.1500 -1.5981 3 1282.9191 57 -180031404 9 4 5 0     9 3 6 0     
 2318025.1914  0.6208 -8.9865 3 3940.5875105  18003140417 413 0    18 316 0     
 2344250.3350  0.1500 -0.6279 3  704.2141 45 -180031404 7 2 5 0     7 1 6 0     
 2347482.1720  0.1500 -2.5378 3 1538.1495 21 -18003140410 4 6 0    10 3 7 0     
 2356835.9750  0.0565 -4.0539 3 1616.4531 23  18003140411 3 9 0    10 4 6 0     
 2359567.0223  0.2913 -7.2665 3 3360.6002 99  18003140416 413 0    15 510 0     
 2365899.6590  0.1500 -0.6373 3  206.3014  7 -180031404 3 3 1 0     3 2 2 0     
 2368558.8004  0.1632 -6.6126 3 2533.7932 75  18003140412 7 6 0    13 4 9 0     
 2391572.6280  0.1500 -0.0617 3  142.2785  9 -180031404 4 0 4 0     3 1 3 0     
 2428247.2090  0.1500 -1.4423 3 1201.9215 57 -180031404 9 3 6 0     9 2 7 0     
 2428801.4897  0.5918 -7.4262 3 3266.7644 27  18003140413 9 5 0    1210 2 0     
 2428887.1012  0.5919 -6.9491 3 3266.7644 81  18003140413 9 4 0    1210 3 0     
 2429698.7469  3.9584-10.4095 3 4350.5915 29  1800314041412 2 0    1313 1 0     
 2429698.7493  3.9584 -9.9324 3 4350.5915 87  1800314041412 3 0    1313 0 0     
 2433601.9878  4.5530-13.8495 3 6400.9777135  18003140422 617 0    23 320 0     
 2446843.2450  0.1500 -1.6436 3 1050.1577 17 -180031404 8 4 4 0     8 3 5 0     
 2462933.0320  0.1500 -0.0754 3  300.3623 27 -180031404 4 3 2 0     4 2 3 0     
 2477509.3348  0.3000 -5.2690 3 2042.3106 75 -18003140412 4 9 0    13 112 0     
 2523441.4573  2.1323 -8.9080 3 4087.9795 87  1800314041411 4 0    1312 1 0     
 2523442.0366  2.1323 -9.3851 3 4087.9795 29  1800314041411 3 0    1312 2 0     
 2531917.7110  0.1000 -2.7837 3 1131.7756 19 -180031404 9 3 7 0     8 4 4 0     
 2547436.3640  0.1000 -2.9658 3 1255.9116 19 -180031404 9 4 6 0     8 5 3 0     
 2567177.1260  0.0500 -1.4985 3  756.7248 45 -180031404 7 3 4 0     6 4 3 0     
 2570919.9446  9.0966-18.2860 3 8095.5042 47  180031404231113 0    24 816 0     
 2571762.7700  0.1500 -2.5418 3 1813.2234 69 -18003140411 4 7 0    11 3 8 0     
 2575004.5680  0.1500 -2.8462 3 1360.2354 63 -18003140410 3 8 0     9 4 5 0     
 2576644.1230  0.1500 -3.3399 3  920.1684 51 -180031404 8 3 6 0     9 0 9 0     
 2602480.6350  0.3000 -5.8306 3 2327.9141 81 -18003140413 310 0    14 213 0     
 2607013.9838  0.6904 -9.3821 3 3940.5452 35  18003140417 513 0    18 216 0     
 2618261.3460  0.1000 -3.2497 3 1631.3831 63 -18003140410 5 6 0     9 6 3 0     
 2619334.2630  0.1500 -3.7343 3 1114.5499 57 -180031404 9 2 7 0    10 110 0     
 2630959.6390  0.1000 -0.6149 3  416.2087 11 -180031404 5 3 3 0     5 2 4 0     
 2640473.8130  0.0030  0.5303 3  136.7617 27 -180031404 4 1 4 0     3 0 3 0     
 2645038.7022  0.1000 -4.6141 3 2054.3687 23 -18003140411 6 6 0    10 7 3 0     
 2646591.7989  8.6260-17.0154 3 7944.2279 51  18003140425 620 0    24 717 0     
 2653889.6052  4.3687-14.1756 3 6318.5533123  180031404201011 0    21 714 0     
 2657665.7900  0.0500 -3.1887 3  399.4575 27 -180031404 4 4 1 0     5 1 4 0     
 2664570.8030  0.1000 -0.7869 3  842.3566 45 -180031404 7 4 3 0     7 3 4 0     
 2685638.9840  0.1000 -0.5768 3  326.6255 11 -180031404 5 2 4 0     5 1 5 0     
 2689169.8290  0.2500 -4.1227 3 2054.3453 69 -18003140411 6 5 0    10 7 4 0     
 2714160.3460  0.2500 -5.1050 3 2522.2652 75 -18003140412 7 6 0    11 8 3 0     
 2715570.1744  6.0820-14.7791 3 6889.7353141  18003140423 518 0    24 421 0     
 2723412.4834  0.1314 -5.5792 3 2522.2613 25  18003140412 7 5 0    11 8 4 0     
 2732657.5446  1.1623 -8.0377 3 3831.1789 87  1800314041410 5 0    1311 2 0     
 2732672.2132  1.1623 -8.5148 3 3831.1789 29  1800314041410 4 0    1311 3 0     
 2773976.5880  0.1500  0.4646 3   42.3717 15 -180031404 2 2 1 0     1 1 0 0     
 2790947.9893  0.0562 -5.2065 3 1538.1495 19  180031404 9 6 4 0    10 3 7 0     
 2801857.9958  0.0480 -3.6661 3 1631.2455 21  18003140410 5 5 0     9 6 4 0     
 2813686.4786  6.0575-15.2319 3 6889.7165 47  18003140423 618 0    24 321 0     
 2831236.2745  1.1160-10.8465 3 5199.5965123  18003140420 516 0    19 613 0     
 2841124.4975  1.6319-11.4351 3 4735.8447 35  18003140417 9 9 0    18 612 0     
 2848996.2600  0.1500 -3.7249 3 2205.6528 25 -18003140412 5 7 0    12 4 8 0     
 2851398.2511  0.2894 -6.6170 3 3032.6904 27  18003140413 8 6 0    12 9 3 0     
 2853188.2092  0.2892 -6.1394 3 3032.6898 81  18003140413 8 5 0    12 9 4 0     
 2864256.0571  0.0928 -3.8824 3 2533.7932 81  18003140413 5 8 0    13 4 9 0     
 2880025.3690  0.1500 -0.2792 3  552.9114 39 -180031404 6 3 4 0     6 2 5 0     
 2880275.3986  1.0844-10.1213 3 4331.0893 37  18003140418 414 0    19 317 0     
 2884278.9400  0.1500 -0.7375 3  446.6966 13 -180031404 6 1 5 0     6 0 6 0     
 2884941.0520  0.1500 -0.9614 3  661.5489 13 -180031404 6 4 2 0     6 3 3 0     
 2947341.5188  0.1706 -6.2264 3 2327.8838 27  18003140413 410 0    14 113 0     
 2962111.0940  0.1500 -1.1559 3  503.9681 13 -180031404 6 2 4 0     5 3 3 0     
 2968748.6540  0.1500 -0.0302 3   37.1371  5 -180031404 2 2 0 0     1 1 1 0     
 2970800.2440  0.1500  0.0197 3  300.3623 33 -180031404 5 1 4 0     4 2 3 0     
 2973526.3736  6.0882-11.5351 3 4967.0416 31  1800314041513 3 0    1414 0 0     
 2973526.3791  6.0882-11.0580 3 4967.0416 93  1800314041513 2 0    1414 1 0     
 2977245.9997  3.5536-10.5268 3 4697.6599 31  1800314041512 4 0    1413 1 0     
 2977246.0222  3.5536-10.0497 3 4697.6599 93  1800314041512 3 0    1413 2 0     
 2991473.7883  0.0722 -3.5204 3 2105.8679 25  18003140412 4 8 0    12 3 9 0     
 2997539.1600  0.1500 -2.6415 3 1899.0082 69 -18003140411 5 6 0    11 4 7 0     
 2998565.7220  0.1500 -1.3087 3  882.8904 17 -180031404 8 2 6 0     8 1 7 0     
 3003347.5660  0.1500 -2.2695 3 1437.9686 21 -18003140410 3 7 0    10 2 8 0     
 3011982.2762  0.2410 -6.6535 3 2983.3964 31  18003140415 412 0    14 5 9 0     
 3013199.5660  0.1500  0.5640 3  224.8384 33 -180031404 5 0 5 0     4 1 4 0     
 3043766.1490  0.1500 -0.2925 3  508.8121 33 -180031404 5 4 1 0     5 3 2 0     
 3048859.8726  0.0632 -4.1215 3 1114.5323 19  180031404 9 3 7 0    10 010 0     
 3051679.9889  1.1395 -9.6056 3 4331.0669111  18003140418 514 0    19 217 0     
 3058892.0899  0.5944 -7.2392 3 3583.3746 87  18003140414 9 6 0    1310 3 0     
 3059222.2432  0.5944 -7.7162 3 3583.3745 29  18003140414 9 5 0    1310 4 0     
 3074733.2500  0.1649 -5.0129 3 2880.8343 29  18003140414 5 9 0    14 410 0     
 3097632.9336  2.0587 -9.6705 3 4431.6376 31  1800314041511 5 0    1412 2 0     
 3097635.1052  2.0585 -9.1933 3 4431.6376 93  1800314041511 4 0    1412 3 0     
 3118998.5120  0.1500 -2.7048 3 1477.2974 63 -18003140410 4 7 0     9 5 4 0     
 3120992.6916  7.7403-16.1993 3 7394.3612 49  18003140424 519 0    25 422 0     
 3126450.8852  0.5217 -8.2061 3 3360.6002 87  18003140414 8 7 0    15 510 0     
 3126585.0700  0.1500 -0.7635 3  383.8425  9 -180031404 4 4 0 0     4 3 1 0     
 3135010.9510  0.1500  0.1299 3  222.0528 11 -180031404 5 1 5 0     4 0 4 0     
 3149876.8980  0.1500 -2.2769 3 1255.1668 57 -180031404 9 4 5 0     8 5 4 0     
 3165532.7340  0.1500 -0.2764 3  382.5169 27 -180031404 4 4 1 0     4 3 2 0     
 3167578.2370  0.1500 -0.2060 3  447.2524 39 -180031404 6 2 5 0     6 1 6 0     
 3180723.2126  7.7346-15.7097 3 7394.3503147  18003140424 619 0    25 322 0     
 3182186.8480  0.1500 -0.7345 3  503.9681 11 -180031404 5 4 2 0     5 3 3 0     
 3183463.6558  0.0317 -3.6110 3  782.4098 39  180031404 6 5 2 0     7 2 5 0     
 3210358.1960  0.1500 -0.9575 3  709.6082 15 -180031404 7 3 5 0     7 2 6 0     
 3230146.5250  0.1500 -0.3991 3  648.9787 39 -180031404 6 4 3 0     6 3 4 0     
 3242105.2194  0.2454 -6.7957 3 2631.2836 29  18003140414 311 0    15 214 0     
 3245323.5730  0.1500 -2.5563 3 1616.4531 21 -18003140410 5 5 0    10 4 6 0     
 3307402.5320  0.1500 -3.9329 3 1875.4618 23 -18003140411 5 7 0    10 6 4 0     
 3323228.9411  0.0924 -4.5163 3 1327.1176 21  18003140410 2 8 0    11 111 0     
 3329185.2390  0.1500 -1.1050 3  816.6943 15 -180031404 7 4 4 0     7 3 5 0     
 3331458.3760  0.1500  0.0641 3   95.1759  7 -180031404 3 2 2 0     2 1 1 0     
 3332288.1347  1.1129 -8.8803 3 4172.1525 31  1800314041510 6 0    1411 3 0     
 3332347.3011  1.1130 -8.4032 3 4172.1525 93  1800314041510 5 0    1411 4 0     
 3351821.6776  0.2852 -6.7170 3 3758.3969 33  18003140416 610 0    16 511 0     
 3354519.8816  0.1002 -4.3770 3 2321.9057 75  18003140412 6 7 0    11 7 4 0     
 3366101.4363  0.1457 -5.4453 3 3360.6002 93  18003140415 6 9 0    15 510 0     
 3393259.6071  1.7439-10.3765 3 4738.6338117  18003140419 415 0    20 318 0     
 3404039.4563  0.1842 -5.8750 3 2813.5287 27  18003140413 7 7 0    12 8 4 0     
 3407825.2608  6.7470-15.1389 3 7386.7750147  18003140424 619 0    23 716 0     
 3430497.7200  0.1835 -5.3912 3 2813.5122 81  18003140413 7 6 0    12 8 5 0     
 3440255.2688  0.2712 -6.2811 3 2631.2690 87  18003140414 411 0    15 114 0     
 3468264.1532  0.1063 -4.8249 3 2321.8131 25  18003140412 6 6 0    11 7 5 0     
